brand_name,model_name,normalized_name,category,version_name,release_year,season,generation,description,technical_specs,product_url,image_url,discontinued_year,is_active,created_at,updated_at,history
Adidas,Adizero Boston,adizero_boston,Running shoe,Adizero Boston,,,,Training running shoe line.,,,,,1,2026-05-17,,
Adidas,Supernova,supernova,Running shoe,Supernova,,,,Daily running shoe line.,,,,,1,2026-05-17,,
Adidas,Ultraboost,ultraboost,Running shoe,Ultraboost,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
Adidas,Terrex Agravic,terrex_agravic,Trail running shoe,Terrex Agravic,,,,Trail running shoe line.,,,,,1,2026-05-17,,
ASICS,Novablast,novablast,Running shoe,Novablast,,,,Daily running shoe line.,,,,,1,2026-05-17,,
ASICS,Superblast,superblast,Running shoe,Superblast,,,,Max-cushion running shoe line.,,,,,1,2026-05-17,,
ASICS,Metaspeed Sky,metaspeed_sky,Running shoe,Metaspeed Sky,,,,Road racing shoe line.,,,,,1,2026-05-17,,
ASICS,Metaspeed Edge,metaspeed_edge,Running shoe,Metaspeed Edge,,,,Road racing shoe line.,,,,,1,2026-05-17,,
ASICS,Gel-Kayano,gel_kayano,Running shoe,Gel-Kayano,,,,Stability running shoe line.,,,,,1,2026-05-17,,
ASICS,Gel-Nimbus,gel_nimbus,Running shoe,Gel-Nimbus,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
ASICS,GT-2000,gt_2000,Running shoe,GT-2000,,,,Stability running shoe line.,,,,,1,2026-05-17,,
Brooks Running,Ghost,ghost,Running shoe,Ghost,,,,Daily running shoe line.,,,,,1,2026-05-17,,
Brooks Running,Glycerin,glycerin,Running shoe,Glycerin,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
Brooks Running,Adrenaline GTS,adrenaline_gts,Running shoe,Adrenaline GTS,,,,Stability running shoe line.,,,,,1,2026-05-17,,
Brooks Running,Hyperion,hyperion,Running shoe,Hyperion,,,,Fast training and racing shoe line.,,,,,1,2026-05-17,,
Brooks Running,Cascadia,cascadia,Trail running shoe,Cascadia,,,,Trail running shoe line.,,,,,1,2026-05-17,,
New Balance,Fresh Foam 1080,fresh_foam_1080,Running shoe,Fresh Foam 1080,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
New Balance,Fresh Foam 880,fresh_foam_880,Running shoe,Fresh Foam 880,,,,Daily running shoe line.,,,,,1,2026-05-17,,
New Balance,FuelCell Rebel,fuelcell_rebel,Running shoe,FuelCell Rebel,,,,Lightweight training shoe line.,,,,,1,2026-05-17,,
New Balance,FuelCell SuperComp Elite,fuelcell_supercomp_elite,Running shoe,FuelCell SuperComp Elite,,,,Road racing shoe line.,,,,,1,2026-05-17,,
New Balance,Fresh Foam Hierro,fresh_foam_hierro,Trail running shoe,Fresh Foam Hierro,,,,Trail running shoe line.,,,,,1,2026-05-17,,
Saucony,Ride,ride,Running shoe,Ride,,,,Daily running shoe line.,,,,,1,2026-05-17,,
Saucony,Triumph,triumph,Running shoe,Triumph,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
Saucony,Guide,guide,Running shoe,Guide,,,,Stability running shoe line.,,,,,1,2026-05-17,,
Saucony,Endorphin Speed,endorphin_speed,Running shoe,Endorphin Speed,,,,Fast training shoe line.,,,,,1,2026-05-17,,
Saucony,Endorphin Pro,endorphin_pro,Running shoe,Endorphin Pro,,,,Road racing shoe line.,,,,,1,2026-05-17,,
Saucony,Peregrine,peregrine,Trail running shoe,Peregrine,,,,Trail running shoe line.,,,,,1,2026-05-17,,
HOKA,Clifton,clifton,Running shoe,Clifton,,,,Daily running shoe line.,,,,,1,2026-05-17,,
HOKA,Bondi,bondi,Running shoe,Bondi,,,,Max-cushion running shoe line.,,,,,1,2026-05-17,,
HOKA,Mach,mach,Running shoe,Mach,,,,Lightweight training shoe line.,,,,,1,2026-05-17,,
HOKA,Rocket X,rocket_x,Running shoe,Rocket X,,,,Road racing shoe line.,,,,,1,2026-05-17,,
HOKA,Speedgoat,speedgoat,Trail running shoe,Speedgoat,,,,Trail running shoe line.,,,,,1,2026-05-17,,
HOKA,Tecton X,tecton_x,Trail running shoe,Tecton X,,,,Trail racing shoe line.,,,,,1,2026-05-17,,
On,Cloudsurfer,cloudsurfer,Running shoe,Cloudsurfer,,,,Daily running shoe line.,,,,,1,2026-05-17,,
On,Cloudmonster,cloudmonster,Running shoe,Cloudmonster,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
On,Cloudstratus,cloudstratus,Running shoe,Cloudstratus,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
On,Cloudflow,cloudflow,Running shoe,Cloudflow,,,,Lightweight training shoe line.,,,,,1,2026-05-17,,
On,Cloudboom Echo,cloudboom_echo,Running shoe,Cloudboom Echo,,,,Road racing shoe line.,,,,,1,2026-05-17,,
On,Cloudultra,cloudultra,Trail running shoe,Cloudultra,,,,Trail running shoe line.,,,,,1,2026-05-17,,
Mizuno,Wave Rider,wave_rider,Running shoe,Wave Rider,,,,Daily running shoe line.,,,,,1,2026-05-17,,
Mizuno,Wave Sky,wave_sky,Running shoe,Wave Sky,,,,Cushioned running shoe line.,,,,,1,2026-05-17,,
Mizuno,Wave Inspire,wave_inspire,Running shoe,Wave Inspire,,,,Stability running shoe line.,,,,,1,2026-05-17,,
Mizuno,Wave Rebellion,wave_rebellion,Running shoe,Wave Rebellion,,,,Fast training and racing shoe line.,,,,,1,2026-05-17,,
Puma,Velocity Nitro,velocity_nitro,Running shoe,Velocity Nitro,,,,Daily running shoe line.,,,,,1,2026-05-17,,
Puma,Deviate Nitro,deviate_nitro,Running shoe,Deviate Nitro,,,,Fast training shoe line.,,,,,1,2026-05-17,,
Puma,Fast-R,fast_r,Running shoe,Fast-R,,,,Road racing shoe line.,,,,,1,2026-05-17,,
Puma,ForeverRun,foreverrun,Running shoe,ForeverRun,,,,Stability running shoe line.,,,,,1,2026-05-17,,
Altra,Lone Peak,lone_peak,Trail running shoe,Lone Peak,,,,Trail running shoe line.,,,,,1,2026-05-17,,
Altra,Olympus,olympus,Trail running shoe,Olympus,,,,Cushioned trail running shoe line.,,,,,1,2026-05-17,,
Altra,Torin,torin,Running shoe,Torin,,,,Road running shoe line.,,,,,1,2026-05-17,,
Altra,Escalante,escalante,Running shoe,Escalante,,,,Road running shoe line.,,,,,1,2026-05-17,,
Inov-8,Mudtalon,mudtalon,Trail running shoe,Mudtalon,,,,Trail running shoe line.,,,,,1,2026-05-17,,
Inov-8,Trailfly,trailfly,Trail running shoe,Trailfly,,,,Trail running shoe line.,,,,,1,2026-05-17,,
Inov-8,Roclite,roclite,Trail running shoe,Roclite,,,,Trail running shoe line.,,,,,1,2026-05-17,,
Rossignol,Hero Master,hero_master,Ski,Hero Master,,,,Race-inspired ski line.,,,,,1,2026-05-17,,
Rossignol,Hero Elite,hero_elite,Ski,Hero Elite,,,,Piste ski line.,,,,,1,2026-05-17,,
Rossignol,Experience,experience,Ski,Experience,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Rossignol,Soul,soul,Ski,Soul,,,,Freeride ski line.,,,,,1,2026-05-17,,
Rossignol,Alltrack,alltrack,Ski boot,Alltrack,,,,Ski boot line.,,,,,1,2026-05-17,,
Atomic,Redster,redster,Ski,Redster,,,,Race ski line.,,,,,1,2026-05-17,,
Atomic,Bent,bent,Ski,Bent,,,,Freeride ski line.,,,,,1,2026-05-17,,
Atomic,Backland,backland,Ski,Backland,,,,Touring ski and boot line.,,,,,1,2026-05-17,,
Atomic,Hawx,hawx,Ski boot,Hawx,,,,Ski boot line.,,,,,1,2026-05-17,,
Head,Worldcup Rebels,worldcup_rebels,Ski,Worldcup Rebels,,,,Race ski line.,,,,,1,2026-05-17,,
Head,Supershape,supershape,Ski,Supershape,,,,Piste ski line.,,,,,1,2026-05-17,,
Head,Kore,kore,Ski,Kore,,,,Freeride and touring ski line.,,,,,1,2026-05-17,,
Head,Edge,edge,Ski boot,Edge,,,,Ski boot line.,,,,,1,2026-05-17,,
Fischer,RC4,rc4,Ski,RC4,,,,Race ski line.,,,,,1,2026-05-17,,
Fischer,Ranger,ranger,Ski,Ranger,,,,Freeride ski line.,,,,,1,2026-05-17,,
Fischer,Transalp,transalp,Ski,Transalp,,,,Touring ski line.,,,,,1,2026-05-17,,
Fischer,The Curv,the_curv,Ski,The Curv,,,,Piste ski line.,,,,,1,2026-05-17,,
Stöckli,Laser,laser,Ski,Laser,,,,Piste and race ski line.,,,,,1,2026-05-17,,
Stöckli,Stormrider,stormrider,Ski,Stormrider,,,,All-mountain and freeride ski line.,,,,,1,2026-05-17,,
Stöckli,Montero,montero,Ski,Montero,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Völkl,Racetiger,racetiger,Ski,Racetiger,,,,Race ski line.,,,,,1,2026-05-17,,
Völkl,Mantra,mantra,Ski,Mantra,,,,All-mountain freeride ski line.,,,,,1,2026-05-17,,
Völkl,Blaze,blaze,Ski,Blaze,,,,Freeride touring ski line.,,,,,1,2026-05-17,,
Völkl,Revolt,revolt,Ski,Revolt,,,,Freestyle ski line.,,,,,1,2026-05-17,,
Blizzard,Firebird,firebird,Ski,Firebird,,,,Race ski line.,,,,,1,2026-05-17,,
Blizzard,Brahma,brahma,Ski,Brahma,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Blizzard,Black Pearl,black_pearl,Ski,Black Pearl,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Blizzard,Rustler,rustler,Ski,Rustler,,,,Freeride ski line.,,,,,1,2026-05-17,,
K2,Mindbender,mindbender,Ski,Mindbender,,,,All-mountain ski line.,,,,,1,2026-05-17,,
K2,Reckoner,reckoner,Ski,Reckoner,,,,Freestyle freeride ski line.,,,,,1,2026-05-17,,
K2,Wayback,wayback,Ski,Wayback,,,,Touring ski line.,,,,,1,2026-05-17,,
Dynastar,Speed,speed,Ski,Speed,,,,Piste and race ski line.,,,,,1,2026-05-17,,
Dynastar,M-Pro,m_pro,Ski,M-Pro,,,,All-mountain freeride ski line.,,,,,1,2026-05-17,,
Dynastar,E-Pro,e_pro,Ski,E-Pro,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Nordica,Dobermann,dobermann,Ski,Dobermann,,,,Race ski line.,,,,,1,2026-05-17,,
Nordica,Enforcer,enforcer,Ski,Enforcer,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Nordica,Santa Ana,santa_ana,Ski,Santa Ana,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Nordica,Speedmachine,speedmachine,Ski boot,Speedmachine,,,,Ski boot line.,,,,,1,2026-05-17,,
Lange,RS,rs,Ski boot,RS,,,,Race ski boot line.,,,,,1,2026-05-17,,
Lange,RX,rx,Ski boot,RX,,,,All-mountain ski boot line.,,,,,1,2026-05-17,,
Lange,XT3,xt3,Ski boot,XT3,,,,Freeride touring ski boot line.,,,,,1,2026-05-17,,
Marker,Griffon,griffon,Ski binding,Griffon,,,,Alpine ski binding line.,,,,,1,2026-05-17,,
Marker,Jester,jester,Ski binding,Jester,,,,Freeride ski binding line.,,,,,1,2026-05-17,,
Marker,Duke PT,duke_pt,Ski binding,Duke PT,,,,Freeride touring binding line.,,,,,1,2026-05-17,,
Tyrolia,Attack,attack,Ski binding,Attack,,,,Freeride ski binding line.,,,,,1,2026-05-17,,
Tyrolia,Protector,protector,Ski binding,Protector,,,,Alpine ski binding line.,,,,,1,2026-05-17,,
Tyrolia,Almonte,almonte,Ski binding,Almonte,,,,Touring binding line.,,,,,1,2026-05-17,,
Elan,Amphibio,amphibio,Ski,Amphibio,,,,Piste ski line.,,,,,1,2026-05-17,,
Elan,Ripstick,ripstick,Ski,Ripstick,,,,Freeride ski line.,,,,,1,2026-05-17,,
Elan,Wildcat,wildcat,Ski,Wildcat,,,,All-mountain ski line.,,,,,1,2026-05-17,,
Kästle,MX,mx,Ski,MX,,,,Piste ski line.,,,,,1,2026-05-17,,
Kästle,FX,fx,Ski,FX,,,,Freeride ski line.,,,,,1,2026-05-17,,
Kästle,TX,tx,Ski,TX,,,,Touring ski line.,,,,,1,2026-05-17,,
